name,statistics,logFC,ci95_l,ci95_u,pvalue,adjPvalue,mFPR,typeID,type
ZMAT3,4.49656211220523,0.439739719978532,0.233866508379675,0.64561293157739,0.000297280027757025,0.124110394290886,0.00335474725273678,H,rna
RNF180,4.46031145404041,0.430902726235192,0.227527149757743,0.63427830271264,0.000321662998227388,0.130212686029426,0.0037981429201428,H,rna
PANK1,4.44907448602931,0.768138723235891,0.404680312460154,1.13159713401163,0.000329625912585525,0.130212686029426,0.00292173009970812,H,rna
LRRC3,-4.57791722400646,-0.94741934061151,-1.38309074065261,-0.511747940570409,0.000249162682551442,0.124110394290886,0.00225455640475428,H,rna
CCDC7,4.40553971566239,0.626289220937841,0.327021030794549,0.925557411081133,0.000362410810250665,0.130212686029426,0.00249627070327789,H,rna
RNF20,4.33224088090591,0.35606673267977,0.183043849750935,0.529089615608604,0.000425257566847889,0.130212686029426,0.00775280089473283,H,rna
POLD4,-4.32142236575988,-0.821341223831935,-1.22145328807004,-0.421229159593834,0.000435426021315137,0.130212686029426,0.00375962878270332,H,rna
ZNF728,4.29288857088682,0.928882382291828,0.473374547902279,1.38439021668138,0.000463441529804354,0.130212686029426,0.00389800906327369,H,rna
SNORA48,-4.97978917275961,-1.10058238388445,-1.56584305343998,-0.635321714328921,0.000105007424198223,0.124110394290886,0.003017530858278,H,rna
ZNF91,4.28195780475451,0.744900888532238,0.37868190762823,1.11111986943625,0.000474650718722672,0.130212686029426,0.00372442749786662,H,rna
GPLD1,4.40363820700244,0.898319647851711,0.468878150644247,1.32776114505918,0.000363915882273671,0.130212686029426,0.00333020884086582,H,rna
ZNF510,4.26708345002303,0.383227875944814,0.194163068558146,0.572292683331482,0.00049034568892201,0.130212686029426,0.00781924446476098,H,rna
BPTF,4.24900798269896,0.30721268973075,0.155005087479463,0.459420291982037,0.000510126427655227,0.130212686029426,0.0169335466291232,H,rna
RSC1A1,4.24820092565485,0.681528471098651,0.343803094265667,1.01925384793164,0.000511028197014369,0.130212686029426,0.00375252797080375,H,rna
ZNF658,4.2376258910635,0.819826275646082,0.412554831219521,1.22709772007264,0.000522994185910421,0.130212686029426,0.00428897154819339,H,rna
EIF6,-4.21385039587256,-0.574448464844449,-0.861431815042514,-0.287465114646383,0.000550941000359051,0.130212686029426,0.00412934627663729,H,rna
CHMP6,-4.20110042647113,-0.477432421017491,-0.716672305889375,-0.238192536145607,0.000566544324627982,0.130212686029426,0.00702423838425804,H,rna
MCM4,4.20442104036479,0.438529929261674,0.218957514066678,0.65810234445667,0.000562438112578159,0.130212686029426,0.00604957220923639,H,rna
FAM219A,-4.19775391897699,-0.495942494155946,-0.74465583824673,-0.247229150065161,0.00057071317866378,0.130212686029426,0.00433344283159555,H,rna
PSENEN,-4.18439201505433,-0.579775263172623,-0.871458894319178,-0.288091632026069,0.000587669525204096,0.130212686029426,0.0049488863460577,H,rna
ERI3,-4.19410415295252,-0.331325488093811,-0.497628600051576,-0.165022376136046,0.000575295125692994,0.130212686029426,0.012208373826571,H,rna
MPHOSPH8,4.19620950261785,0.352507148239439,0.175661040371538,0.529353256107339,0.000572647538956286,0.130212686029426,0.00940731208950895,H,rna
AACS,-4.1561096946694,-0.608900744565071,-0.917321959987552,-0.300479529142589,0.000625256180522915,0.130212686029426,0.00428789310965191,H,rna
WDR62,4.1411291844393,1.10819548694696,0.544840245586737,1.67155072830719,0.000646138129811671,0.130212686029426,0.0696126270448052,H,rna
RPRD2,4.15577642288065,0.342127460401189,0.16881870652611,0.515436214276268,0.000625713257111284,0.130212686029426,0.0105911953793815,H,rna
NPR1,-4.13639695019169,-0.451892345612167,-0.681876289202065,-0.22190840202227,0.000652879675086516,0.130212686029426,0.00623491574921779,H,rna
ZNF546,4.12372794735246,0.673715699619426,0.32978463614031,1.01764676309854,0.000671279100211423,0.130212686029426,0.00455872821536975,H,rna
FAAP100,-4.12403997789762,-0.553876185512785,-0.836607926060942,-0.271144444964629,0.000670819713250619,0.130212686029426,0.00501642756007608,H,rna
TRIP11,4.13289002229324,0.425952242658364,0.20898618325771,0.642918302059019,0.000657921361035672,0.130212686029426,0.00635556847954275,H,rna
SERTAD1,-4.12148307536679,-0.725333386693745,-1.09581690158424,-0.354849871803246,0.000674593473336605,0.130212686029426,0.00513761559083378,H,rna
WAC,4.11078938915338,0.389677157643293,0.190121308082405,0.589233007204181,0.000690609689896896,0.130212686029426,0.00907276424936442,H,rna
ZNF260,4.09618750857463,0.454359430599418,0.220849981854778,0.687868879344057,0.000713100045444924,0.130212686029426,0.00627234760609156,H,rna
PRDM5,4.07881857277245,0.734143279313409,0.355237543116616,1.1130490155102,0.000740815312893168,0.130212686029426,0.00632039071160044,H,rna
FES,-4.07173970539783,-0.614534354166216,-0.932258996845614,-0.296809711486818,0.000752419772717679,0.130212686029426,0.00520288259348571,H,rna
ZNF248,4.07370035338218,0.524679213544868,0.253541756224371,0.795816670865365,0.00074918745632907,0.130212686029426,0.0052603351758281,H,rna
SRRM1,4.07641598236257,0.387178927242558,0.187230516138703,0.587127338346413,0.000744733561174554,0.130212686029426,0.00848261549473662,H,rna
CD200,4.36986290982036,1.20143209337512,0.622648572886379,1.78021561386386,0.000391730440645461,0.130212686029426,0.00335214996106725,H,rna
DNASE1L3,5.32462050318227,2.8562989560306,1.72702388316559,3.98557402889561,5.06713999179176e-05,0.124110394290886,0.000378516292152688,H,rna
FCGBP,-4.03424983466845,-2.7334637524922,-4.15984384914795,-1.30708365583645,0.000816998527546618,0.130212686029426,1,H,rna
FAM227B,4.03752370554988,0.766038379318534,0.366627229447095,1.16544952918997,0.000811143388369827,0.130212686029426,0.00544373635617494,H,rna
ANAPC11,-4.03912812661698,-0.449548622593852,-0.683849428468368,-0.215247816719335,0.000808289401299349,0.130212686029426,0.00789897049397847,H,rna
AMY2B,4.04041286035746,0.674374677068469,0.323008260000123,1.02574109413682,0.000806011368178364,0.130212686029426,0.00597068491182657,H,rna
ANKRD26,4.03381087732226,0.539671040564359,0.258028455417401,0.821313625711318,0.000817786804792538,0.130212686029426,0.00549103215444247,H,rna
SMPDL3A,-4.01708942883838,-0.663125850819693,-1.01063736530883,-0.315614336330555,0.00084839168283174,0.130212686029426,0.00695828995840226,H,rna
ZFP3,4.01289741970596,0.452962773739727,0.215339380044161,0.690586167435292,0.000856243164811226,0.130212686029426,0.00745978198865245,H,rna
PNISR,4.01853907072706,0.476335493772342,0.226801631013775,0.725869356530908,0.000845693436237423,0.130212686029426,0.00628103812345495,H,rna
NPR3,4.01070328328455,1.28550708525554,0.610763628176227,1.96025054233486,0.000860381791208998,0.130212686029426,0.98878066175624,H,rna
CD151,-3.99821724242105,-0.669059397107283,-1.02133537401291,-0.316783420201657,0.000884319044290394,0.130212686029426,0.00646585043503139,H,rna
CHST1,-4.00286083391397,-0.807852120250383,-1.23271238808844,-0.382991852412326,0.00087533949777079,0.130212686029426,0.00612442959638815,H,rna
ZNF606,3.96730362518207,0.46502643564636,0.218270877500219,0.711781993792501,0.000946504629317513,0.134027638791466,0.00829996726511046,H,rna
LARGE1,-3.96929247018026,-0.500532933654848,-0.765996117380519,-0.235069749929178,0.000942374817082461,0.134027638791466,0.00700417070646267,H,rna
SSNA1,-3.9496653642117,-0.430473289694752,-0.659914089815584,-0.20103248957392,0.000983935005412867,0.134027638791466,0.01025196326284,H,rna
TBX5-AS1,3.93795556858407,0.77245282783033,0.359513832833118,1.18539182282754,0.00100960192961902,0.134027638791466,0.00757735483217648,H,rna
CFAP61,3.94348875498481,0.981340254650963,0.457469990171579,1.50521051913035,0.000997390920356956,0.134027638791466,0.163338280180882,H,rna
ERCC4,3.93543320644743,0.36505534959197,0.169778431611073,0.560332267572866,0.00101521813794647,0.134027638791466,0.0141824943631358,H,rna
SC5D,3.94644387765387,0.285349351751567,0.133134965813069,0.437563737690064,0.000990930206439678,0.134027638791466,0.0219071560686945,H,rna
CSRP2,-3.91829404110219,-0.695460780246759,-1.06910680021199,-0.321814760281525,0.0010542190559849,0.134027638791466,0.00700808555042737,H,rna
TMEM258,-3.9238536117746,-0.496586230561451,-0.763006103796062,-0.230166357326839,0.00104140598902417,0.134027638791466,0.00786409362484701,H,rna
NEK1,3.93643078599817,0.422207569822096,0.196415784924559,0.647999354719634,0.0010129932212478,0.134027638791466,0.0086790342844264,H,rna
PTTG1IP,-3.92401037350265,-0.465826205900275,-0.715733257601159,-0.215919154199391,0.00104104697648696,0.134027638791466,0.00852508984466357,H,rna
PLOD3,-3.92730445179136,-0.485344728875167,-0.74550470750129,-0.225184750249044,0.00103353160329393,0.134027638791466,0.00731386005340359,H,rna
ZKSCAN8,3.91805634207852,0.369586333653559,0.171008866190898,0.56816380111622,0.0010547703899682,0.134027638791466,0.0114078890283049,H,rna
FAM83G,-4.02985130009767,-1.40751137912012,-2.14278271280147,-0.67224004543877,0.000824932061333286,0.130212686029426,0.00701892252335302,H,rna
SCAND1,-3.87635643326757,-0.514026696639498,-0.793182533022338,-0.234870860256658,0.00115610736861803,0.140053017984996,0.00944082480239334,H,rna
SMC6,3.89463579614332,0.372870346045048,0.171323625753117,0.574417066336979,0.00111053627838508,0.139467104814751,0.0125686597666944,H,rna
ZNF571-AS1,3.95266099586455,0.998863439033049,0.466876108278109,1.53085076978799,0.000977474725412328,0.134027638791466,0.00657845393429736,H,rna
STK19,-4.11510043740577,-0.766199875910914,-1.15816405425344,-0.374235697568386,0.000684107318541421,0.130212686029426,0.0139347966848187,H,rna
JTB,-3.88856888960635,-0.499160298697195,-0.769391181150173,-0.228929416244217,0.00112545804959988,0.140053017984996,0.00777788827950425,H,rna
SIGIRR,-3.85913060238984,-0.564199046035279,-0.871969986702211,-0.256428105368348,0.00120076617331007,0.140053017984996,0.00975325299965396,H,rna
FAM81B,4.5461421558399,2.57471361955037,1.38245448266167,3.76697275643907,0.00026693640706243,0.124110394290886,0.00336542463644876,H,rna
RN7SL2,-3.91686754191646,-0.78725649951541,-1.21037509317038,-0.36413790586044,0.00105753211183637,0.134027638791466,0.00870945709785809,H,rna
RPS6KA6,4.30239979355258,1.07934305261962,0.551222003638305,1.60746410160093,0.000453906034936296,0.130212686029426,0.00661006233824506,H,rna
RPS29,-3.86053901321671,-0.542884029820077,-0.838919575709141,-0.246848483931014,0.0011970507963203,0.140053017984996,0.00822154749211741,H,rna
NSD3,3.86237109426784,0.26470837450648,0.120430935829395,0.408985813183564,0.00119223501111544,0.140053017984996,0.0293640410949823,H,rna
MAFB,-3.85528108758337,-0.700483429908913,-1.08297913183038,-0.317987727987447,0.0012109802121864,0.140053017984996,0.0129725449905203,H,rna
IGIP,3.84223036632198,0.384836456906942,0.17398454258484,0.595688371229045,0.00124626019858631,0.140053017984996,0.0134298382769827,H,rna
KCNE1B,3.86022315733982,0.930953513635054,0.423261508412043,1.43864551885807,0.00119788301858164,0.140053017984996,0.00792213047074993,H,rna
CNPPD1,-3.84178874320454,-0.328724042916771,-0.508852666609146,-0.148595419224396,0.00124747187758201,0.140053017984996,0.0168199854672429,H,rna
MRTFA,-3.83401927302958,-0.469158991699332,-0.726761740759876,-0.211556242638788,0.0012689829133238,0.140053017984996,0.00884070554756765,H,rna
LINC01535,3.81537397604159,1.01714854353078,0.455930004030302,1.57836708303126,0.00132213261444551,0.140053017984996,0.0116408265702004,H,rna
GPRC5C,-3.81035900621247,-0.49304515931746,-0.765444181282319,-0.220646137352602,0.00133680455076313,0.140053017984996,0.00995007517517402,H,rna
SMPD1,-3.82873835420807,-0.418144266565299,-0.648052856716101,-0.188235676414497,0.00128381561576603,0.140053017984996,0.0102621417103881,H,rna
DNAI4,3.80473712692205,0.721267691497751,0.322190816003432,1.12034456699207,0.0013534458504017,0.140053017984996,0.00940738828793031,H,rna
CXXC4,3.79473225989032,1.01127494887289,0.450262045024826,1.57228785272095,0.00138357547794288,0.140053017984996,0.0226015487262688,H,rna
SERF2,-3.81430263705249,-0.452012770443413,-0.701483902318833,-0.202541638567993,0.00132525335815705,0.140053017984996,0.0102024605141784,H,rna
SPIN1,3.82413801824128,0.351225936509302,0.157878792286789,0.544573080731814,0.00129687812551558,0.140053017984996,0.014727033108699,H,rna
FNTB,-4.10835827495575,-0.705532198829359,-1.06705298247506,-0.344011415183659,0.00069430397634863,0.130212686029426,0.0231018885405811,H,rna
OCIAD2,-3.81662633318021,-0.794612540471141,-1.2329014820321,-0.356323598910178,0.00131849389811923,0.140053017984996,0.00936265908295499,H,rna
TPRA1,-3.78801663996458,-0.336460194116738,-0.523445101626085,-0.149475286607392,0.00140417493714489,0.140053017984996,0.0283876035960326,H,rna
ZNF791,3.7913479669613,0.387877658206413,0.172507334771396,0.60324798164143,0.00139391838388367,0.140053017984996,0.0152344243498312,H,rna
MRPL54,-3.77214246192306,-0.553056594402095,-0.861706557608804,-0.244406631195386,0.00145409481831748,0.140897541476132,0.0105164986682282,H,rna
SLC25A27,3.78181539196609,0.626035298216144,0.277550982295471,0.974519614136817,0.00142346888221948,0.140053017984996,0.00998444541056655,H,rna
TMEM106B,3.78712468167895,0.335598527949619,0.149048557499302,0.522148498399937,0.00140693390160826,0.140053017984996,0.0186580276360833,H,rna
TREX1,-3.80842503887188,-0.624626585604212,-0.969897340171039,-0.279355831037385,0.00134250605073409,0.140053017984996,0.0171263934689817,H,rna
PLXNA1,-3.78382417331666,-0.482919909085727,-0.751595927414,-0.214243890757454,0.00141719010713381,0.140053017984996,0.00958132737158261,H,rna
DEXI,-3.78459221093976,-0.479246733574246,-0.745825044026843,-0.212668423121648,0.00141479680454364,0.140053017984996,0.00957937978847693,H,rna
MFSD10,-3.751988404857,-0.663847119542383,-1.03631714482827,-0.291377094256495,0.00152003765109326,0.140897541476132,0.0101161846101793,H,rna
BCAT1,-3.75574684420048,-0.779427529509721,-1.21630954883263,-0.342545510186816,0.00150751755724083,0.140897541476132,0.0229667963690566,H,rna
PLOD1,-3.76975890549391,-0.491471671211371,-0.765925728129837,-0.217017614292904,0.0014617421269518,0.140897541476132,0.00965391584734013,H,rna
RAD54B,3.76229067052691,0.661851204036074,0.291517909741908,1.03218449833024,0.00148596418479079,0.140897541476132,0.0137672362744689,H,rna
SCARNA12,-3.7334354426207,-0.637465906273552,-0.996911411322855,-0.278020401224249,0.0015833797325226,0.140897541476132,0.010502022080517,H,rna
C19orf18,3.8177053586486,0.623226604933544,0.279567133386556,0.966886076480531,0.00131536683440088,0.140053017984996,0.0209622868145125,H,rna
CFAP70,3.73206631328615,0.751253800280832,0.327491740575077,1.17501585998659,0.00158815723643552,0.140897541476132,0.0103777061541536,H,rna
TUBB2A,-3.72082333160592,-0.937011524723803,-1.46715158550064,-0.406871463946965,0.00162793734328682,0.141273865964896,0.018328368435656,H,rna
PPP4C,-3.73959039124501,-0.437394302706478,-0.683620255932648,-0.191168349480308,0.00156207903239451,0.140897541476132,0.0124352912306874,H,rna
LRRC41,-3.74716968332408,-0.306488356275417,-0.478673374568537,-0.134303337982297,0.00153624184588093,0.140897541476132,0.0222533471399693,H,rna
SAC3D1,-3.82904131756397,-0.683975723396586,-1.0600168763476,-0.307934570445567,0.00128295999791088,0.140053017984996,0.0199087716819504,H,rna
SEC63,3.74006410885243,0.304071710725584,0.132919815834855,0.475223605616313,0.00156045152707568,0.140897541476132,0.0228580361319492,H,rna
ZNF33A,3.73986863629419,0.366433293371284,0.160169348789666,0.572697237952902,0.00156112288772171,0.140897541476132,0.0148518954176925,H,rna
EMSY,3.73236111538504,0.304584851614091,0.132790300611024,0.476379402617159,0.00158712732568411,0.140897541476132,0.0232843175345318,H,rna
FMO3,3.7713109093088,0.926051871189405,0.409126656221458,1.44297708615735,0.00145675818604562,0.140897541476132,0.0101003419904012,H,rna
GRINA,-3.72976021841586,-0.440032890757754,-0.688397075000309,-0.191668706515199,0.00159623679409096,0.140897541476132,0.011310628212546,H,rna
C8orf58,-3.69686735980624,-0.663006373663934,-1.0405512453337,-0.285461501994167,0.00171604701069258,0.142693739919037,0.0127026868313014,H,rna
YIF1A,-3.71073829618963,-0.550387840104457,-0.862631223919487,-0.238144456289427,0.00166446589802671,0.142428298242053,0.0108512086936801,H,rna
SUPT7L,3.72610592886118,0.303471945745208,0.132017759722184,0.474926131768233,0.00160912396841109,0.141228056477534,0.0235729020212767,H,rna
PHC3,3.71059764847998,0.374293411729147,0.161943023866465,0.58664379959183,0.00166498107337447,0.142428298242053,0.0169701387875839,H,rna
PLEKHO1,-3.70952874676487,-0.877961960163876,-1.3762055262634,-0.379718394064351,0.00166890153310103,0.142428298242053,0.0907432464576352,H,rna
TNFRSF12A,-3.70531423216086,-1.73908009053027,-2.72713090259279,-0.751029278467748,0.00168444927188871,0.142693739919037,0.999999996555422,H,rna
WSCD1,-3.67371677746271,-0.786818321214927,-1.23769059895332,-0.335946043476531,0.00180571120990831,0.142693739919037,0.0131294352173918,H,rna
ENAM,3.67656284604555,1.04300251027623,0.445791094923318,1.64021392562913,0.00179444108410692,0.142693739919037,0.0842436220017329,H,rna
FRA10AC1,3.6787935999612,0.421140495048581,0.180146444150508,0.662134545946654,0.00178565658683818,0.142693739919037,0.0166461512315744,H,rna
TOR4A,-3.6897347132858,-0.580667162630311,-0.911963676214032,-0.24937064904659,0.00174318853167885,0.142693739919037,0.0117823173065025,H,rna
MIR3654,-3.69606789263752,-0.484519932763734,-0.760486485748299,-0.20855337977917,0.00171906808671492,0.142693739919037,0.0112648176944498,H,rna
SPINT1,-4.21287789370464,-1.67760981577924,-2.51590472281879,-0.839314908739684,0.000552115703693875,0.130212686029426,0.00393415939460484,H,rna
ATRX,3.6734476177253,0.306889237826396,0.131018920132794,0.482759555519998,0.00180678069900842,0.142693739919037,0.0299540286817964,H,rna
FAU,-3.6909543429827,-0.327263829699811,-0.51392074142601,-0.140606917973613,0.00173851737045285,0.142693739919037,0.0203812260029317,H,rna
FRK,3.67201254438725,0.726827700685363,0.310138682006776,1.14351671936395,0.00181249353949519,0.142693739919037,0.0211016704736403,H,rna
ZNF527,3.65389608286837,0.525624980874827,0.222791041302173,0.828458920447481,0.0018861800621498,0.142693739919037,0.0133718204846081,H,rna
DGKD,-3.67995176866216,-0.811839485190861,-1.27626148512649,-0.347417485255235,0.00178111275098894,0.142693739919037,0.0643568002110706,H,rna
SCAF8,3.66621287966214,0.370019293131211,0.157552319839107,0.582486266423315,0.0018357652626675,0.142693739919037,0.0186935078581702,H,rna
EPM2A,3.67803961589459,0.490667001226493,0.209829442238296,0.77150456021469,0.00178862089720172,0.142693739919037,0.0116358402937541,H,rna
PLEKHJ1,-3.64639244036065,-0.470413845221871,-0.741996124441645,-0.198831566002098,0.00191756756047249,0.142693739919037,0.0143479950631477,H,rna
MPP7,3.66145656123215,0.418146702773559,0.177732826231519,0.658560579315598,0.00185507254980444,0.142693739919037,0.0143318927716318,H,rna
TMEM115,-3.65234977424682,-0.420957528242115,-0.663590970484082,-0.178324086000149,0.00189260607267492,0.142693739919037,0.0151758814802372,H,rna
MRPL12,-3.66368360883779,-0.375867024381246,-0.591840792298144,-0.159893256464348,0.00184600724632305,0.142693739919037,0.016047280708601,H,rna
HTR2B,4.03435601158273,2.45960341624511,1.1761633038417,3.74304352864852,0.000816807970450954,0.130212686029426,0.0227974354778554,H,rna
ARV1,3.63119648001598,0.418519745351861,0.175886143955601,0.661153346748121,0.00198273429750001,0.142693739919037,0.0196106355332432,H,rna
KIZ,3.63789824581919,0.391599317118899,0.164990857227809,0.618207777009989,0.00195372676680955,0.142693739919037,0.0189255734369259,H,rna
SREBF1,-3.65394029840034,-0.681737576621569,-1.07450958204167,-0.28896557120147,0.00188599663525004,0.142693739919037,0.0223630968685465,H,rna
ZNF148,3.65186620626443,0.367155298824746,0.155504611424536,0.578805986224955,0.00189462011470917,0.142693739919037,0.017466163570239,H,rna
IGSF8,-3.63946149713908,-0.481547916919181,-0.760087627576923,-0.20300820626144,0.00194702149884259,0.142693739919037,0.0130170750760658,H,rna
GOLGB1,3.63349680229462,0.453622183277276,0.190804705572743,0.716439660981809,0.00197272969722749,0.142693739919037,0.0140162642961005,H,rna
PIBF1,3.63388363060023,0.325471469050503,0.136921420151873,0.514021517949132,0.00197105224128233,0.142693739919037,0.0254815849419708,H,rna
NIPBL,3.63438812701261,0.282731523146451,0.118964042269775,0.446499004023127,0.00196886665916077,0.142693739919037,0.0352031525534804,H,rna
NPC2,-3.63940844746564,-0.478167444276894,-0.754755834161132,-0.201579054392655,0.00194724866915431,0.142693739919037,0.0127959971983109,H,rna
CD320,-3.61221585332474,-0.530007747180965,-0.838890219147075,-0.221125275214854,0.00206723660073473,0.142693739919037,0.0139275383185672,H,rna
ARHGAP12,3.64504534554937,0.385441213023126,0.162833629745396,0.608048796300855,0.00192325725547935,0.142693739919037,0.0155806070546974,H,rna
GNB2,-3.64040785480385,-0.561229514303111,-0.885774721505539,-0.236684307100683,0.00194297342058558,0.142693739919037,0.0136512479908964,H,rna
CCDC167,-3.61177745759061,-0.683581388313442,-1.0820131828833,-0.28514959374358,0.00206923012506404,0.142693739919037,0.0156231111975713,H,rna
CD276,-3.63675377368059,-0.773012849928499,-1.22047628881493,-0.325549411042067,0.00195865033810497,0.142693739919037,0.0558974537447385,H,rna
RC3H1,3.62335393148564,0.243531605754353,0.102040443221663,0.385022768287044,0.002017224472069,0.142693739919037,0.0474824485432962,H,rna
AGTRAP,-3.58686971467981,-0.643108068094066,-1.02055256405603,-0.265663572132102,0.00218569131075744,0.146214745672463,0.0140607753677143,H,rna
IFI27,-3.6129604739611,-0.851437204724973,-1.34754283264117,-0.355331576808773,0.00206385495385166,0.142693739919037,0.0843473739902395,H,rna
UBTD1,-3.59492887814625,-0.512048875159822,-0.811900118856868,-0.212197631462776,0.00214731272909515,0.146164098649892,0.0146782862069439,H,rna
ORC2,3.62298399121822,0.389985238272739,0.163381800505478,0.616588676039999,0.00201886607609189,0.142693739919037,0.0161824398562532,H,rna
RBM27,3.61636247309811,0.297930707986457,0.124499177946303,0.471362238026611,0.00204847489082487,0.142693739919037,0.0273500436073226,H,rna
BAZ1B,3.60220231180368,0.313917630770558,0.130461449942829,0.497373811598287,0.00211325168113168,0.14508177208196,0.0254735867663402,H,rna
SLC35C1,-3.56507602636004,-0.566888937501493,-0.901633805196587,-0.2321440698064,0.00229292487495447,0.14934267598921,0.0148278112671505,H,rna
FGFRL1,-3.59260223948879,-0.471281872928182,-0.747439053545905,-0.195124692310459,0.00215832308876414,0.146164098649892,0.01407547655167,H,rna
RNPC3,3.59080513150021,0.510446136134369,0.21119016524782,0.809702107020917,0.00216686596690784,0.146164098649892,0.0139904109069293,H,rna
MIER2,-3.58227110971511,-0.495472232642094,-0.786641551776532,-0.204302913507656,0.00220789520049865,0.147005849836649,0.0142642785048425,H,rna
RAP2C-AS1,3.54275203271577,0.503810267227355,0.204438391305519,0.803182143149191,0.0024081885309725,0.150164729308051,0.0202736544828803,H,rna
ZNF233,3.5406335094258,0.619366622580871,0.251109154234731,0.987624090927011,0.00241942145002313,0.150164729308051,0.0181752706908915,H,rna
IK,3.57404914389708,0.314400199507929,0.129214675866372,0.499585723149487,0.00224815446958414,0.147960317884555,0.0285532158895911,H,rna
STK10,-3.57348039957161,-0.382883277977343,-0.608442057434084,-0.157324498520602,0.00225096618779507,0.147960317884555,0.0190527128897657,H,rna
CLUAP1,3.55063946284046,0.396284144456158,0.161329052506392,0.631239236405925,0.00236682097444437,0.14934267598921,0.0212711030359835,H,rna
ZEB1,3.55723075674086,0.369387111863752,0.150784955980179,0.587989267747324,0.0023327932580051,0.14934267598921,0.0220598893064397,H,rna
KLF16,-3.52457660581375,-0.922839537133989,-1.47403289972981,-0.37164617453817,0.00250626739184161,0.151227782819443,0.0422064564219677,H,rna
PIP4P1,-3.52858938098512,-0.328316825722166,-0.52419081036119,-0.132442841083142,0.00248427797536368,0.151227782819443,0.0417624411913849,H,rna
UBA52,-3.56626733913933,-0.297288329539056,-0.472776847114883,-0.121799811963228,0.00228693031910384,0.14934267598921,0.0302112738144426,H,rna
ARMC2,3.52694140107841,0.56983226306131,0.2297111971495,0.909953328973121,0.00249328539380912,0.151227782819443,0.0161405470078953,H,rna
